	LQ2.141729	IT2.141720	HI3.141676	MD2.141689	RT1.141654	CA1.141704	PE6.141700	PE5.141692	CM1.141723	CO1.141714	BZ1.141724	AR1.141727	HI4.141735	AR2.141703	SN3.141650	PE7.141734	SV2.141666	CF2.141679	MD3.141707	JT1.141699	HF2.141686	HI2.141672	PE1.141715	SP2.141678	CL1.141697	BF1.141647	TL1.141653	MP1.141661	SF2.141677	MD5.141688	CO2.141657	MT2.141698	KP1.141713	HF1.141663	CO3.141651	CL3.141664	SV1.141649	SF1.141728	TL3.141709	PE4.141683	GB1.141665	CF3.141691	BP1.141702	SB1.141730	KP3.141658	SR2.141673	SK3.141716	PE2.141725	CR1.141682	CA2.141685	BB2.141659	GB3.141652	HJ1.141718	CF1.141675	SN1.141681	GB5.141668	LQ3.141712	DF2.141726	MT1.141719	SA1.141670	SP1.141656	HJ2.141717	SA2.141687	SK2.141662	GB2.141732	IE1.141648	IE2.141655	IT1.141711	CL4.141667	DF1.141684	BF2.141708	RT2.141710	DF3.141696	SR3.141674	KP4.141733	MP2.141695	VC2.141694	PE3.141731	CC1.141721	VC1.141722	TL2.141706	CL2.141671	AR3.141705	SK1.141669	SR1.141680
HF2.141686	0.683696796872	0.762863076432	0.810528712934	0.829436952663	0.85851685319	0.829139619313	0.664372200033	0.65795570722	0.837866277885	0.784266272224	0.707681737414	0.804378142245	0.650672314141	0.820173325284	0.759773752256	0.799519163477	0.84638594821	0.628883007988	0.834376844512	0.844300314615	0.0	0.77636176424	0.598479455862	0.679151990124	0.718456076518	0.560391086046	0.718362698963	0.615149459459	0.83699668317	0.829166232902	0.741285155679	0.780470043977	0.842912562547	0.58831940084	0.787511408475	0.718122068595	0.838212771002	0.836531192001	0.551402461236	0.660864311526	0.847235396663	0.529673686816	0.822893766276	0.834513137694	0.836768807655	0.840848846721	0.719259934242	0.670816218243	0.850311153174	0.833321059519	0.6659700719	0.803062366252	0.690992999113	0.598058037092	0.718682301449	0.838947743743	0.684295729046	0.833795552776	0.846249874602	0.80670231912	0.795636106958	0.713158957623	0.86284362328	0.82209621249	0.854425945943	0.756884074133	0.756224617881	0.807401755571	0.775671747322	0.682643717664	0.527972916763	0.840454252903	0.626852302633	0.822567588204	0.841237321065	0.607298610192	0.784285801524	0.666871992602	0.798870383299	0.733459624804	0.824083375635	0.768285438569	0.809985632308	0.667381226976	0.844886135483
HI2.141672	0.756287086284	0.691231183535	0.660415469296	0.751285240055	0.722377099672	0.724614826303	0.741644386707	0.782777379591	0.730724821509	0.707926346376	0.724676676324	0.72302253868	0.741263151633	0.705654285487	0.719700630865	0.722220659819	0.791280858775	0.840013371074	0.790393982145	0.801564314967	0.77636176424	0.0	0.772434233673	0.729343876618	0.681514988954	0.753335162138	0.805689905885	0.728845311003	0.748777326692	0.783499781408	0.716197814639	0.705159477952	0.723032223909	0.772396339869	0.660182356076	0.700939425995	0.785175078088	0.731699871829	0.743266374713	0.820354147912	0.737408493587	0.822789007288	0.698647722498	0.742210679864	0.720874899165	0.726834864624	0.722609751814	0.793950841234	0.745742851345	0.710479376766	0.746165982583	0.682866800613	0.739457672588	0.761075392846	0.752621140259	0.74399622288	0.778438409332	0.727494689855	0.759249211434	0.708464236933	0.698460080272	0.700848572671	0.757705908585	0.747174276329	0.753397365008	0.707118606715	0.680378448667	0.693336009817	0.682417093024	0.724854902797	0.759704364058	0.71790372198	0.719932986208	0.707906191678	0.739385739117	0.711896154775	0.681145605542	0.781464115734	0.712822405306	0.695596898834	0.745857358605	0.674930052672	0.678563180908	0.70758632388	0.686324170288
PE1.141715	0.622223776745	0.717154493678	0.792190665214	0.831250231132	0.825196241181	0.801763730826	0.663517212054	0.620376408005	0.815097569004	0.787506716326	0.684918075485	0.76849391658	0.677120335629	0.78647740919	0.791300959858	0.722750640612	0.846845073826	0.66447475389	0.838211494812	0.84970331011	0.598479455862	0.772434233673	0.0	0.657896526243	0.678961167994	0.661151763839	0.720187250636	0.634921096784	0.830904018767	0.828544483945	0.74593857771	0.757093547674	0.794651457911	0.606368471294	0.764733600044	0.715049120588	0.825074087782	0.820176573142	0.638124472638	0.649910589815	0.825837065629	0.649255550718	0.788104451218	0.831834368583	0.822558413209	0.824821411626	0.642121109799	0.599310713274	0.822624257078	0.799846402544	0.667519839204	0.797056753925	0.718193852711	0.607406837726	0.719114343419	0.835385113831	0.640611213477	0.79493185833	0.808758373719	0.813868502425	0.789943023329	0.697773402825	0.825531061892	0.785339417161	0.828476940026	0.731532044493	0.727549650145	0.759227661887	0.763893018086	0.700593899339	0.633033341276	0.799217782721	0.634742411746	0.818763476829	0.795411455798	0.594768007118	0.759006734421	0.629522497154	0.75279364159	0.719582641153	0.798526096551	0.749941452711	0.760632724468	0.683350577101	0.810618951791
SP2.141678	0.703253788545	0.677662035746	0.753201904691	0.771958688829	0.798213985023	0.757977510662	0.713857192816	0.719384025793	0.771294628899	0.692145556268	0.644999403553	0.764614749339	0.689908522421	0.766540431875	0.683709744381	0.746497961304	0.806456567019	0.752009184845	0.81592210037	0.807604615574	0.679151990124	0.729343876618	0.657896526243	0.0	0.694286896412	0.622416000699	0.689659747525	0.642777495532	0.801884384117	0.803988034764	0.681840487772	0.715308185273	0.755567206678	0.63839286031	0.712233244867	0.670757166489	0.808686598352	0.777390438247	0.640610040623	0.742886082303	0.769754814043	0.761437453824	0.736690894791	0.776730683111	0.786628388552	0.772175227461	0.605999285049	0.674714050518	0.798234196083	0.757821776747	0.656990624595	0.766152410664	0.671570550885	0.645770759882	0.686538647796	0.773348636735	0.690523052252	0.757257992297	0.788040507981	0.759130421632	0.722691529803	0.627129051664	0.79983331105	0.709302696402	0.783455034608	0.681267098423	0.670723828735	0.723142963056	0.715853785745	0.665054676988	0.709404595758	0.76618270774	0.605998027636	0.757462815802	0.74723726918	0.607623508985	0.685290392188	0.717290065988	0.707153856391	0.678192495019	0.742496062454	0.702151890171	0.728608622669	0.649150974088	0.745350030316
CL1.141697	0.686963360294	0.634249068152	0.671815954463	0.770495760678	0.722110818225	0.725673303477	0.672557374531	0.720812381177	0.715164827149	0.702686968241	0.703590664769	0.728314364073	0.685798356148	0.695104628218	0.733776078084	0.680955562999	0.793790170436	0.760206236182	0.805662072857	0.809595402623	0.718456076518	0.681514988954	0.678961167994	0.694286896412	0.0	0.694274353165	0.762632394844	0.668074712634	0.763697147051	0.816399213775	0.66375149945	0.6472246358	0.701962336155	0.692338528108	0.702845674825	0.638791557441	0.804166976466	0.748160624599	0.685239078572	0.746176121508	0.750284962578	0.749205991894	0.720484352843	0.742746812668	0.703537334477	0.735467516156	0.664209347481	0.748652179662	0.729168666229	0.718700408373	0.681055282463	0.685682891628	0.674212699207	0.711880922563	0.741749245727	0.752810369795	0.709621273733	0.660241186328	0.731510928379	0.717911288519	0.699370512789	0.64823778135	0.742457889051	0.696718190521	0.72043752783	0.685821521838	0.656972730745	0.671081751691	0.650027825436	0.647086420901	0.702165480673	0.706338870177	0.652217478435	0.725308625841	0.722437782929	0.649734640808	0.673683996414	0.72407015997	0.686782798431	0.671162254072	0.712352228938	0.677830136964	0.701231067057	0.674735887504	0.706232596979
BF1.141647	0.628883402411	0.717221210623	0.768995051914	0.806290959894	0.826424644135	0.807116740418	0.655143761114	0.650307428103	0.820493102562	0.730933541468	0.68548817544	0.77021796114	0.659696059265	0.789192671326	0.722650990957	0.768436204457	0.842875237381	0.678986010291	0.830534280797	0.842472130729	0.560391086046	0.753335162138	0.661151763839	0.622416000699	0.694274353165	0.0	0.726246940458	0.628494983221	0.826324269257	0.834409474583	0.722158788801	0.773721270079	0.815939487788	0.591770580189	0.760016306558	0.695175952385	0.845350466146	0.828449216168	0.617507147764	0.673459981088	0.822034061291	0.662285782453	0.797806463486	0.827726326834	0.816933206892	0.8199692194	0.676506054689	0.641341948173	0.837839584315	0.803784696091	0.644493719324	0.770395671854	0.665489008358	0.571765303957	0.732465958793	0.832582757682	0.675705660701	0.799880822897	0.833638107556	0.792937958927	0.774580479255	0.659465272305	0.845604688446	0.788551003007	0.835000604399	0.694320760688	0.700432515124	0.744877307479	0.718986699935	0.651420647237	0.585603625807	0.826517263336	0.590120552312	0.807408047667	0.797207242412	0.550598360994	0.724856537403	0.65188802918	0.739098997907	0.723837610809	0.780971456578	0.739438167047	0.785220886136	0.690762777709	0.78492463683
TL1.141653	0.756370770202	0.739855910424	0.814602385901	0.837794341259	0.84377927189	0.797262119247	0.752513298904	0.743835169319	0.843820819055	0.781622450186	0.700493578999	0.80902845947	0.722919046032	0.800673970679	0.772856466369	0.783244973651	0.853169008797	0.756775801055	0.847711196395	0.840469283117	0.718362698963	0.805689905885	0.720187250636	0.689659747525	0.762632394844	0.726246940458	0.0	0.727268875295	0.84711027451	0.845646652143	0.715438012232	0.769096322969	0.834936626733	0.741932267084	0.787325566655	0.747922972768	0.85399598867	0.81824911933	0.692514034632	0.793120381734	0.827306956687	0.742625459315	0.812912671746	0.810765830277	0.836110776296	0.83724519036	0.725696437913	0.769706725861	0.826704983341	0.808430516427	0.728724238596	0.794783638108	0.732157865749	0.74592090702	0.734633362156	0.847914025141	0.749645676662	0.794645900768	0.819973504407	0.810725160884	0.800282292801	0.732803408232	0.835590898577	0.748618480269	0.824266219206	0.778651078449	0.775471773154	0.764546192609	0.785409256726	0.747666099181	0.695485528924	0.836196986575	0.717624987972	0.820698170558	0.850120819629	0.685861761552	0.78542945758	0.757249370515	0.798745310241	0.747209105903	0.767249220787	0.799319480315	0.796771023729	0.718838970306	0.827206665953
MP1.141661	0.666465921371	0.658376756333	0.730964240011	0.807223189447	0.810340042243	0.769230079735	0.654302723353	0.664751697695	0.790088010197	0.724743324117	0.647653712583	0.738581239881	0.647908731541	0.75077697658	0.725985813114	0.73930879525	0.82966607911	0.685668390177	0.797660079849	0.825592785718	0.615149459459	0.728845311003	0.634921096784	0.642777495532	0.668074712634	0.628494983221	0.727268875295	0.0	0.808394278068	0.813780827862	0.672991744462	0.718211885289	0.758175376792	0.571163464552	0.740607239745	0.707131243666	0.825003694074	0.797832971786	0.5987445144	0.703916068531	0.777752391583	0.652094603396	0.756245743046	0.795815713108	0.773868332655	0.79562047364	0.635819911868	0.681460065368	0.815810575114	0.782776223774	0.589434133855	0.737086062665	0.611197747638	0.661810847943	0.708519469409	0.816548050761	0.705665690504	0.766391797974	0.792245874382	0.75296028605	0.755106579716	0.599035664025	0.805012261184	0.74734149722	0.796736026642	0.66852252086	0.666854888025	0.715801157512	0.705309631258	0.625119651806	0.642425862898	0.794231285991	0.633202850267	0.782078183174	0.763722960399	0.508221594919	0.711816148314	0.674352204138	0.730507100115	0.689792061893	0.770847689763	0.737369630042	0.750515868923	0.651807466013	0.774552401403
SF2.141677	0.830704961039	0.795771846867	0.75364438072	0.57845115168	0.674053823284	0.626660191222	0.822569771071	0.858885961346	0.672244393476	0.73734523473	0.814937136109	0.771455557213	0.837156426569	0.758391734762	0.743969871645	0.777946125754	0.59288807527	0.888525854278	0.635155829517	0.642501193848	0.83699668317	0.748777326692	0.830904018767	0.801884384117	0.763697147051	0.826324269257	0.84711027451	0.808394278068	0.0	0.660699403662	0.781813889616	0.763055652236	0.728544608073	0.82865290368	0.70395986858	0.78908819516	0.555071877318	0.62621593938	0.8003791154	0.885082815318	0.676354108479	0.881554943347	0.659053087532	0.637405494258	0.651519615844	0.598311405377	0.805905420638	0.869473665568	0.678873196643	0.64055065806	0.830448227661	0.727587799713	0.835738671853	0.835690194216	0.784527800227	0.599631211991	0.831514505568	0.738906546773	0.735636421321	0.716446439098	0.718262320627	0.774218885463	0.663643597481	0.792215769961	0.655976770095	0.795770362044	0.765054466436	0.778258723188	0.760046198007	0.805522038881	0.85464895563	0.674071608266	0.820559738827	0.670415688697	0.761250140177	0.818734693567	0.730824779703	0.854959621283	0.755776684072	0.788162536499	0.767671765481	0.746697345686	0.739684115328	0.799903648637	0.688882925398
MD5.141688	0.828153541511	0.826941261567	0.809503632017	0.610018049304	0.773024352269	0.752278022133	0.831308731816	0.852079977924	0.751993143057	0.771126714786	0.805685197915	0.801898089704	0.838846750369	0.80878558961	0.73304988266	0.821537278917	0.664692086763	0.879841337787	0.678894890377	0.645335564266	0.829166232902	0.783499781408	0.828544483945	0.803988034764	0.816399213775	0.834409474583	0.845646652143	0.813780827862	0.660699403662	0.0	0.797447585328	0.7984542333	0.794793549885	0.819015921282	0.726006586358	0.814078678536	0.66898133611	0.723794813363	0.794802631086	0.892734220937	0.723482745983	0.880761619457	0.754009895319	0.726557498969	0.761778009551	0.70631415687	0.8141871852	0.869042044443	0.77437424817	0.739878739886	0.825337482023	0.790795950857	0.834615430708	0.821235617234	0.750946590909	0.655524142836	0.834013066017	0.797547703845	0.814514046887	0.760433891565	0.755614629167	0.804283516965	0.752222463704	0.836059424867	0.728642719411	0.81488235434	0.781210366558	0.813385651663	0.801228952203	0.820278147791	0.851196123691	0.785538901319	0.827832866343	0.725065442105	0.814831385706	0.811980755381	0.766312085294	0.8548513435	0.813711250887	0.801448618997	0.834411336412	0.79480496379	0.801366219049	0.772788674425	0.745514238317
CO2.141657	0.739395145554	0.624129789486	0.709367843661	0.770383791694	0.771361321006	0.7034498017	0.738965448732	0.764324033272	0.77412949567	0.668498759447	0.670937141584	0.759491896488	0.725725903663	0.763382349741	0.688605537567	0.744689869502	0.796260525929	0.807557544591	0.770009322061	0.797972113849	0.741285155679	0.716197814639	0.74593857771	0.681840487772	0.66375149945	0.722158788801	0.715438012232	0.672991744462	0.781813889616	0.797447585328	0.0	0.658943165838	0.717406272948	0.720578614841	0.694387908391	0.691392708275	0.78539625812	0.731536681013	0.699403966554	0.804893409434	0.730060344912	0.775990800391	0.723647918857	0.752570063649	0.768258064294	0.753355635079	0.646344317566	0.773343514854	0.759416756074	0.709423576501	0.717209771641	0.690673940025	0.679048921531	0.752224652921	0.694489766926	0.754141562368	0.753338185259	0.720419631296	0.73552655174	0.683902189467	0.675770592897	0.658871614956	0.75167554388	0.722379964422	0.765923380691	0.697047421185	0.654784785722	0.653957574059	0.705794427146	0.654054804367	0.717760370284	0.767685642291	0.647836311767	0.710207244805	0.737692504189	0.674306682651	0.675872963781	0.772423124527	0.698756847112	0.628706680495	0.718215953394	0.736719795502	0.742014751677	0.63438107182	0.729011267896
MT2.141698	0.776626395849	0.624773058888	0.678229487741	0.777060421727	0.762856890823	0.709931568605	0.7610641488	0.79858977046	0.740225678773	0.6470843924	0.69432406844	0.753576682832	0.76613235861	0.720690763178	0.696697429485	0.732723639628	0.784964378317	0.83256646871	0.789325773224	0.788218063466	0.780470043977	0.705159477952	0.757093547674	0.715308185273	0.6472246358	0.773721270079	0.769096322969	0.718211885289	0.763055652236	0.7984542333	0.658943165838	0.0	0.663086870662	0.761111112817	0.687448781115	0.708219350248	0.780647683756	0.727944539347	0.722669691105	0.810622498163	0.706796228704	0.821945396063	0.679654356739	0.738050934718	0.714348182316	0.721275158433	0.663668263024	0.813493126092	0.738470832564	0.708345858391	0.762247745117	0.702608798244	0.719203377556	0.80140006439	0.715374684408	0.758096073913	0.782594091515	0.688641613639	0.700469261894	0.680065111081	0.696453921077	0.677449134484	0.742410422442	0.694995662459	0.703951394794	0.672521114346	0.620767746051	0.632023725517	0.663171168995	0.677078963751	0.785456212997	0.713953218832	0.711157542907	0.705432682806	0.714640993408	0.723730617276	0.649342135723	0.78672780708	0.67135823924	0.607536868167	0.725915506073	0.698342487166	0.713917281399	0.657924373564	0.685751490191
KP1.141713	0.806778882169	0.704516551543	0.682954637197	0.750908566868	0.675881617047	0.640013844092	0.785304314232	0.830368716946	0.657595183518	0.684968851426	0.779343755864	0.708975605304	0.809377997502	0.698500751041	0.730477820233	0.75308614307	0.732849950244	0.866225336012	0.773883070624	0.782167129832	0.842912562547	0.723032223909	0.794651457911	0.755567206678	0.701962336155	0.815939487788	0.834936626733	0.758175376792	0.728544608073	0.794793549885	0.717406272948	0.663086870662	0.0	0.800139250708	0.681796525261	0.735356343007	0.747060025159	0.703007155683	0.795976012436	0.868722416719	0.667605266966	0.878393888855	0.637569018679	0.704067549818	0.648567692915	0.706192253298	0.744758754082	0.849880514095	0.678740508591	0.65510354559	0.795848990836	0.687417103708	0.789453405916	0.825505115297	0.785985920241	0.696376543089	0.820881374658	0.666824281227	0.691197428164	0.688738618069	0.692704111912	0.728413893276	0.706919672576	0.739104207203	0.68269999625	0.728067605033	0.658356925679	0.689430245783	0.711637228273	0.738282014718	0.822425419019	0.644915039814	0.770560815484	0.695332644745	0.610220529324	0.774321064337	0.667423127878	0.835791391681	0.686369729059	0.731156124867	0.747156515064	0.722082028468	0.665595318235	0.760325338262	0.641101800143
HF1.141663	0.632749468847	0.72954087356	0.789150304013	0.810609003867	0.800757143691	0.798387084346	0.683237839122	0.652129548132	0.78692228629	0.771824886597	0.68702533433	0.758183996024	0.634061451168	0.783515205133	0.755023736816	0.751609713686	0.819094499768	0.631811615235	0.802478282339	0.830285810042	0.58831940084	0.772396339869	0.606368471294	0.63839286031	0.692338528108	0.591770580189	0.741932267084	0.571163464552	0.82865290368	0.819015921282	0.720578614841	0.761111112817	0.800139250708	0.0	0.748527001171	0.695419902668	0.826483888474	0.812569385399	0.625669906611	0.658024449878	0.802467281182	0.622060391343	0.788820698132	0.820868324374	0.803568793837	0.801516369981	0.649268838969	0.626685742124	0.807107667459	0.808517380458	0.563537584294	0.785357422252	0.607793467002	0.596745357458	0.708341616798	0.812263354609	0.667164490694	0.805678299527	0.843290456536	0.78050037344	0.767757085295	0.663760204595	0.826383159631	0.786619706795	0.82068077619	0.713844918518	0.737090623367	0.763477653008	0.76281500811	0.659628497941	0.598216930614	0.800339866259	0.617479545856	0.793828383331	0.794666328067	0.567805907662	0.765808156897	0.620374086546	0.754629825093	0.712623529384	0.798386247132	0.779876396789	0.760420723802	0.682876669787	0.79162282454
CO3.141651	0.767797780597	0.710789935814	0.736357316111	0.681380784246	0.731199074597	0.652977465391	0.755791553826	0.78852650611	0.698096251419	0.695737327682	0.717736297662	0.700344626185	0.774841732404	0.729205801943	0.640748305814	0.73635430562	0.714925061601	0.828600368963	0.72287818491	0.753462404086	0.787511408475	0.660182356076	0.764733600044	0.712233244867	0.702845674825	0.760016306558	0.787325566655	0.740607239745	0.70395986858	0.726006586358	0.694387908391	0.687448781115	0.681796525261	0.748527001171	0.0	0.719541255291	0.73929141488	0.671882462497	0.742061844244	0.835611080353	0.695543712692	0.834530707105	0.637838886501	0.711976604379	0.717532785522	0.673205928728	0.719390257804	0.812980011741	0.723923448403	0.645417472743	0.746360296833	0.709615396517	0.73744450688	0.761271263367	0.714334839656	0.701151144543	0.774382333081	0.741882171961	0.773210527606	0.66519323538	0.645358267314	0.705351005205	0.732032239308	0.759886744803	0.717153847653	0.738597649285	0.688646714543	0.737269730624	0.688063924699	0.736637133908	0.783025602078	0.705400424947	0.736105066862	0.678533627806	0.723893921332	0.708620767664	0.633364170271	0.787469004475	0.718654679704	0.720153633056	0.74063517526	0.691999291017	0.686012838524	0.711466427519	0.645448757268
CL3.141664	0.726049942061	0.645371015394	0.712600145064	0.784629983818	0.747806278506	0.725520741546	0.698307154077	0.74312795562	0.756707380877	0.700205049504	0.729113961015	0.74205618083	0.719997731292	0.733461660717	0.704245991659	0.684362906563	0.797664381078	0.786998073663	0.811111893018	0.807777102012	0.718122068595	0.700939425995	0.715049120588	0.670757166489	0.638791557441	0.695175952385	0.747922972768	0.707131243666	0.78908819516	0.814078678536	0.691392708275	0.708219350248	0.735356343007	0.695419902668	0.719541255291	0.0	0.809705913619	0.765460108237	0.700496515861	0.736445046319	0.762347941996	0.77551100759	0.718138999734	0.745189831867	0.736231386949	0.765651820014	0.659278545193	0.754746770466	0.739307089574	0.764576986061	0.71370218642	0.729309939894	0.72069850279	0.737713746166	0.721862430806	0.774990864436	0.740080129152	0.709810374318	0.725332382271	0.759013957586	0.69936580888	0.686983478236	0.77448275319	0.724158169142	0.74024033921	0.658097735739	0.655100739361	0.676495721944	0.654195760597	0.641373881789	0.703353236176	0.738647519692	0.666244573136	0.729897365781	0.741031084544	0.692059041558	0.678333110128	0.757630793769	0.70351320125	0.680697260352	0.742821978289	0.645481773467	0.714287826362	0.687001596921	0.715747734196
SV1.141649	0.842753215799	0.797450811191	0.788745262793	0.585888661706	0.728316615831	0.692304356642	0.837473013174	0.855568604294	0.724893236898	0.762329339033	0.820553101838	0.802921710193	0.855736374398	0.806557338028	0.738262448803	0.811933646672	0.554615218172	0.901581736562	0.61316020132	0.612568521471	0.838212771002	0.785175078088	0.825074087782	0.808686598352	0.804166976466	0.845350466146	0.85399598867	0.825003694074	0.555071877318	0.66898133611	0.78539625812	0.780647683756	0.747060025159	0.826483888474	0.73929141488	0.809705913619	0.0	0.671852091205	0.811317723884	0.887741007085	0.720972240004	0.879180442346	0.716123898969	0.652475260074	0.706394035179	0.624841536611	0.802339911465	0.858792366685	0.711548879732	0.692192320024	0.848850063975	0.779451774818	0.837282695378	0.84622194398	0.780679044075	0.587568357985	0.851752953097	0.786507478458	0.773119593743	0.731590114066	0.709270324343	0.787128221266	0.68791663784	0.818861921183	0.713789867967	0.810773817234	0.782342246416	0.777840587754	0.799611026611	0.80994534436	0.860032319937	0.71699643501	0.826336623174	0.680340230474	0.782744797091	0.834067030946	0.756098300068	0.862117050176	0.794138085618	0.784476982383	0.812099409538	0.782605079428	0.784868973748	0.800623519353	0.71291434288
SF1.141728	0.831909602128	0.750320491928	0.745701517477	0.651758821679	0.676296860589	0.617671439758	0.818120712642	0.852920919681	0.672968321024	0.723712206474	0.796285340694	0.765728900844	0.838072957439	0.736124418155	0.731505369299	0.758224666357	0.652645632143	0.891056990917	0.717946460021	0.697820145931	0.836531192001	0.731699871829	0.820176573142	0.777390438247	0.748160624599	0.828449216168	0.81824911933	0.797832971786	0.62621593938	0.723794813363	0.731536681013	0.727944539347	0.703007155683	0.812569385399	0.671882462497	0.765460108237	0.671852091205	0.0	0.797498922035	0.890057691503	0.644241743487	0.870783094397	0.6520890668	0.629525917979	0.674435333298	0.625266399515	0.772561892648	0.867886536182	0.654550141789	0.645094709504	0.815324479928	0.718327088866	0.810130923928	0.839627888632	0.785234067929	0.637051487433	0.824901872058	0.719952658099	0.718215497651	0.68538864328	0.692161092133	0.761620600274	0.664015088518	0.799814398869	0.645783077395	0.783936552759	0.731142425057	0.724775335685	0.754132141303	0.794194886772	0.829092563349	0.679220250444	0.780074705075	0.660238107809	0.740162632188	0.785972621392	0.704748630802	0.856531022029	0.733835293889	0.758003808223	0.740845958903	0.757316299181	0.738734076764	0.765406704639	0.658432637616
TL3.141709	0.699119903608	0.703699808317	0.781525582808	0.783857451456	0.833177921337	0.788139132491	0.69926435486	0.676776830648	0.813760624864	0.724032843013	0.629903876179	0.796275704869	0.668706508457	0.792447650178	0.712527392697	0.789640310962	0.81562693849	0.671735624405	0.830330605303	0.815169672741	0.551402461236	0.743266374713	0.638124472638	0.640610040623	0.685239078572	0.617507147764	0.692514034632	0.5987445144	0.8003791154	0.794802631086	0.699403966554	0.722669691105	0.795976012436	0.625669906611	0.742061844244	0.700496515861	0.811317723884	0.797498922035	0.0	0.684880839377	0.79322066421	0.641130370453	0.775645040926	0.777975982919	0.805336053899	0.778695455897	0.647294026829	0.731851561326	0.817131232495	0.787341476828	0.654640997598	0.769044919151	0.639112773622	0.640345509628	0.624569753419	0.794061363277	0.660743585646	0.788243017703	0.818016241995	0.785567106555	0.744594385282	0.659186123226	0.824351451447	0.767076081471	0.821686596127	0.719851110153	0.714752537947	0.73952324391	0.758233744244	0.649466844093	0.652670403314	0.794334700852	0.60311238437	0.777203559707	0.794570043137	0.53418638546	0.735930165084	0.694551929846	0.785168921253	0.677089547298	0.784631453712	0.734848439151	0.766169143923	0.553679624814	0.789531842691
PE4.141683	0.685040393147	0.798871651233	0.841498137311	0.877989875114	0.88178198654	0.859179965517	0.676337900062	0.598675154706	0.877915605054	0.827755068667	0.771678909076	0.849753289848	0.671849826899	0.860682977012	0.830788090725	0.815477561185	0.895045106371	0.638386219016	0.882763423946	0.887547196482	0.660864311526	0.820354147912	0.649910589815	0.742886082303	0.746176121508	0.673459981088	0.793120381734	0.703916068531	0.885082815318	0.892734220937	0.804893409434	0.810622498163	0.868722416719	0.658024449878	0.835611080353	0.736445046319	0.887741007085	0.890057691503	0.684880839377	0.0	0.877686884989	0.646026686766	0.85870111028	0.88605683139	0.881478475233	0.890191324238	0.722327902267	0.640207129946	0.868824259446	0.874637159814	0.69280277132	0.840044996846	0.732513959699	0.593584065108	0.779827904275	0.88520374606	0.663809585143	0.868657327876	0.895456789091	0.864579183244	0.860935204254	0.766081744593	0.896731023639	0.830111128619	0.899828938733	0.785500230942	0.810827716318	0.836138739496	0.798760499003	0.735530921074	0.659567383602	0.865337629784	0.704437365035	0.876642970282	0.853079923177	0.688418356782	0.809314361653	0.579529157306	0.816619640801	0.810108658394	0.849129688949	0.794525445173	0.828427057279	0.732535807337	0.865739418207
GB1.141665	0.833010118596	0.737365013296	0.720378065458	0.682460411007	0.728157009651	0.638702643817	0.835541515595	0.855635658606	0.69379139366	0.690300965853	0.784415117313	0.758081894972	0.837159271593	0.74180938936	0.716670562272	0.757979515624	0.702901085018	0.887121939943	0.705708866734	0.693170652014	0.847235396663	0.737408493587	0.825837065629	0.769754814043	0.750284962578	0.822034061291	0.827306956687	0.777752391583	0.676354108479	0.723482745983	0.730060344912	0.706796228704	0.667605266966	0.802467281182	0.695543712692	0.762347941996	0.720972240004	0.644241743487	0.79322066421	0.877686884989	0.0	0.888010267846	0.636172371281	0.682464962104	0.702523197161	0.649753331709	0.75151011932	0.874877962153	0.703317727908	0.634301059094	0.810005522947	0.68106092041	0.810041918149	0.828923448567	0.774751138088	0.64726800512	0.828744618618	0.706314962502	0.707653923259	0.674713872737	0.690445907126	0.745536740382	0.659575057502	0.741571559488	0.633905259573	0.71561981678	0.685878582727	0.697650831707	0.721851026785	0.764293278385	0.844435849831	0.692041451094	0.812570174678	0.637790240933	0.706052514518	0.786183877166	0.696014790458	0.852498611512	0.667827867045	0.724331971641	0.727150475164	0.728702075347	0.730085542971	0.770395691548	0.641765564205
CF3.141691	0.699998943926	0.79390447665	0.852418099007	0.875063133578	0.887500834927	0.862165474137	0.67440415749	0.640298558607	0.882384791671	0.837831607357	0.753394258225	0.855667061568	0.67762535721	0.848125859739	0.809422042833	0.820237421656	0.886364059516	0.532654792858	0.871447094676	0.878994301156	0.529673686816	0.822789007288	0.649255550718	0.761437453824	0.749205991894	0.662285782453	0.742625459315	0.652094603396	0.881554943347	0.880761619457	0.775990800391	0.821945396063	0.878393888855	0.622060391343	0.834530707105	0.77551100759	0.879180442346	0.870783094397	0.641130370453	0.646026686766	0.888010267846	0.0	0.863661619077	0.881323609505	0.886573297335	0.887122573558	0.759411483146	0.673719540309	0.881416787102	0.870403263449	0.683899261263	0.836331560629	0.713010504974	0.65148374402	0.748345368923	0.889808962478	0.705067475566	0.87313655797	0.880894851944	0.847346327472	0.840965247663	0.754845504294	0.901454529607	0.850887539848	0.896492839723	0.806475586334	0.810830692505	0.840596592634	0.806779794912	0.75600378053	0.56245307437	0.872654187333	0.702330011312	0.860755265595	0.87536292416	0.663159471787	0.822620424094	0.686061350205	0.8414181383	0.792018103193	0.862154242542	0.826527374487	0.839829085068	0.706769397554	0.889066272323
